Date,Year,Month,Season,Crop,Region,Previous_Price,Rainfall_mm,Supply_tonnes,Demand_tonnes,Temperature_C,Humidity_Percent,Market_Distance_km,Current_Price
2021-03-31,2021,3,Summer,Cauliflower,Chittagong,16.04,62.4,3727.0,4567.0,33.9,64.2,18.9,18.27
2021-03-31,2021,3,Summer,Cabbage,Mymensingh,23.5,58.9,4628.0,5302.0,28.5,66.5,126.5,28.18
2021-04-01,2021,4,Summer,Rice,Khulna,66.75,77.9,1499.0,1745.0,31.5,55.3,103.5,69.95
2021-04-01,2021,4,Summer,Cabbage,Khulna,15.61,87.1,3360.0,2368.0,31.7,43.3,81.7,12.74
2021-04-01,2021,4,Summer,Cauliflower,Sylhet,22.88,124.8,5139.0,5939.0,32.9,62.8,44.1,22.46
2021-04-01,2021,4,Summer,Rice,Barisal,110.0,136.9,3046.0,3474.0,28.2,53.6,84.0,110.0
2021-04-02,2021,4,Summer,Rice,Sylhet,110.0,112.1,3810.0,4458.0,37.6,54.5,50.6,110.0
2021-04-02,2021,4,Summer,Rice,Dhaka,110.0,123.7,2843.0,2223.0,29.1,62.0,71.9,109.89
2021-04-02,2021,4,Summer,Cabbage,Khulna,13.3,149.4,5110.0,4441.0,30.5,42.2,112.7,10.0
2021-04-02,2021,4,Summer,Tomato,Rangpur,53.42,93.4,4209.0,3262.0,29.7,54.0,126.8,53.39
2021-04-02,2021,4,Summer,Onion,Sylhet,68.6,116.1,3850.0,4144.0,34.0,58.4,114.1,68.92
2021-04-03,2021,4,Summer,Eggplant,Barisal,68.03,55.3,4077.0,4070.0,32.4,68.6,29.8,69.63
2021-04-03,2021,4,Summer,Onion,Sylhet,45.1,112.5,2677.0,3300.0,35.8,42.3,83.4,43.44
2021-04-03,2021,4,Summer,Onion,Khulna,58.99,114.8,3868.0,4503.0,28.7,60.0,98.0,60.35
2021-04-04,2021,4,Summer,Wheat,Sylhet,90.0,86.8,4752.0,4963.0,36.1,65.4,146.3,90.0
2021-04-04,2021,4,Summer,Potato,Mymensingh,46.89,114.7,1567.0,1537.0,28.8,64.0,48.6,50.0
2021-04-04,2021,4,Summer,Cauliflower,Chittagong,15.85,102.8,1415.0,1391.0,33.2,53.2,44.0,19.64
2021-04-04,2021,4,Summer,Potato,Chittagong,49.39,115.2,5822.0,4389.0,34.8,64.4,146.9,46.68
2021-04-04,2021,4,Summer,Rice,Mymensingh,110.0,80.8,2939.0,2803.0,33.3,69.8,131.9,110.0
2021-04-05,2021,4,Summer,Rice,Khulna,110.0,65.9,1880.0,1852.0,31.3,49.1,93.8,110.0
2021-04-06,2021,4,Summer,Cabbage,Sylhet,10.0,100.4,3158.0,2314.0,31.7,53.6,77.7,12.73
2021-04-06,2021,4,Summer,Cauliflower,Mymensingh,15.0,78.6,5512.0,4377.0,36.7,52.0,5.5,17.69
2021-04-06,2021,4,Summer,Potato,Rajshahi,50.0,69.2,?,1507.0,29.7,50.7,10.9,50.0
2021-04-07,2021,4,Summer,Wheat,Dhaka,90.0,114.6,4603.0,4591.0,33.3,50.7,29.2,90.0
2021-04-07,2021,4,Summer,Rice,Mymensingh,110.0,121.4,1672.0,2166.0,33.7,59.3,50.5,110.0
2021-04-07,2021,4,Summer,Tomato,Sylhet,71.7,118.2,4406.0,5480.0,29.5,54.6,61.0,75.87
2021-04-07,2021,4,Summer,Cabbage,Sylhet,10.0,130.0,2293.0,1856.0,29.1,59.6,9.1,10.0
2021-04-07,2021,4,Summer,Eggplant,Rangpur,36.84,60.5,1396.0,1188.0,36.7,63.5,51.8,33.81
2021-04-07,2021,4,Summer,Tomato,Sylhet,24.79,88.2,2551.0,2651.0,29.0,41.8,77.4,27.05
2021-04-08,2021,4,Summer,Wheat,Rangpur,90.0,70.9,3024.0,3632.0,34.6,68.8,78.1,90.0
2021-04-09,2021,4,Summer,Potato,Barisal,31.07,135.5,4629.0,3432.0,31.5,62.2,82.9,28.78
2021-04-09,2021,4,Summer,Potato,Chittagong,16.77,56.0,3009.0,2250.0,35.5,58.5,47.8,17.39
2021-04-10,2021,4,Summer,Eggplant,Dhaka,40.87,63.6,NULL,1348.0,36.1,57.8,103.7,39.93
2021-04-10,2021,4,Summer,Rice,Mymensingh,110.0,67.1,2367.0,2371.0,36.4,62.1,138.8,109.61
2021-04-11,2021,4,Summer,Onion,Khulna,46.0,101.6,4862.0,5613.0,35.2,53.8,119.8,46.03
2021-04-11,2021,4,Summer,Rice,Rajshahi,110.0,148.3,3256.0,3850.0,30.7,50.7,95.5,110.0
2021-04-11,2021,4,Summer,Potato,Barisal,20.44,110.0,2260.0,2397.0,30.4,47.4,144.8,23.64
2021-04-11,2021,4,Summer,Cabbage,Chittagong,10.0,115.0,4311.0,5405.0,31.7,47.9,112.9,12.47
2021-04-11,2021,4,Summer,Cabbage,Chittagong,10.49,52.1,2821.0,2425.0,29.3,53.7,12.5,10.0
2021-04-12,2021,4,Summer,Onion,Sylhet,23.44,89.8,1637.0,1470.0,28.7,56.6,82.5,25.64
2021-04-12,2021,4,Summer,Potato,Sylhet,16.32,140.0,1873.0,2308.0,36.1,64.2,137.2,14.19
2021-04-13,2021,4,Summer,Onion,Khulna,24.3,97.0,1264.0,1273.0,29.0,62.5,95.4,22.31
2021-04-13,2021,4,Summer,Onion,Mymensingh,32.66,136.1,1906.0,2324.0,34.9,67.6,29.7,31.89
2021-04-13,2021,4,Summer,Cabbage,Rajshahi,10.0,50.1,3337.0,3596.0,32.5,65.8,54.8,13.03
2021-04-15,2021,4,Summer,Eggplant,Dhaka,64.72,58.1,5311.0,5340.0,36.3,51.9,27.1,62.11
2021-04-15,2021,4,Summer,Rice,Khulna,110.0,130.8,4656.0,5702.0,33.3,63.0,96.7,110.0
2021-04-16,2021,4,Summer,Wheat,Rangpur,90.0,59.4,3159.0,2869.0,32.4,41.9,23.7,88.97
2021-04-16,2021,4,Summer,Cauliflower,Sylhet,16.16,124.8,3291.0,2914.0,36.3,45.0,26.9,17.2
2021-04-16,2021,4,Summer,Tomato,Khulna,85.52,134.6,1987.0,1412.0,28.8,56.4,73.0,85.04
2021-04-17,2021,4,Summer,Cabbage,Khulna,10.0,80.0,4233.0,3062.0,30.3,67.1,41.9,10.0
2021-04-17,2021,4,Summer,Onion,Rangpur,39.03,138.2,4915.0,6050.0,29.4,51.1,80.5,38.46
2021-04-17,2021,4,Summer,Rice,Rangpur,110.0,75.0,4916.0,3539.0,33.6,61.3,75.5,107.58
2021-04-17,2021,4,Summer,Tomato,Khulna,37.99,112.2,1561.0,1475.0,32.5,66.6,52.3,36.33
2021-04-17,2021,4,Summer,Cabbage,Barisal,21.49,112.3,4438.0,3491.0,30.5,48.5,76.1,24.13
2021-04-17,2021,4,Summer,Tomato,Rangpur,41.73,87.1,2176.0,1653.0,28.1,57.2,32.9,40.34
2021-04-18,2021,4,Summer,Cauliflower,Chittagong,25.35,98.5,3975.0,2993.0,30.0,69.0,86.3,27.52
2021-04-18,2021,4,Summer,Potato,Dhaka,22.42,59.7,1781.0,1809.0,34.0,56.3,102.5,20.05
2021-04-19,2021,4,Summer,Cauliflower,Rajshahi,15.0,115.7,3030.0,3461.0,36.8,53.5,67.3,15.0
2021-04-19,2021,4,Summer,Cauliflower,Sylhet,15.0,124.8,3899.0,3911.0,34.4,51.8,90.8,15.0
2021-04-19,2021,4,Summer,Wheat,Chittagong,90.0,117.9,2692.0,2258.0,35.7,67.5,120.4,87.15
2021-04-19,2021,4,Summer,Tomato,Rajshahi,30.0,105.2,3560.0,2853.0,34.0,41.2,134.1,28.07
2021-04-19,2021,4,Summer,Cauliflower,Dhaka,missing,134.6,3576.0,3444.0,30.2,62.1,92.4,16.97
2021-04-20,2021,4,Summer,Onion,Dhaka,55.05,118.8,3410.0,3415.0,34.0,61.4,59.2,56.91
2021-04-20,2021,4,Summer,Wheat,Chittagong,86.8,94.4,1879.0,2316.0,36.5,62.5,8.3,89.75
2021-04-21,2021,4,Summer,Onion,Dhaka,20.65,107.4,2046.0,1951.0,30.9,40.5,45.3,21.65
2021-04-21,2021,4,Summer,Cabbage,Rajshahi,10.0,110.4,1291.0,1633.0,30.6,67.4,63.6,11.18
2021-04-21,2021,4,Summer,Cauliflower,Rangpur,20.89,104.9,2481.0,1868.0,35.9,67.0,8.4,21.39
2021-04-21,2021,4,Summer,Cabbage,Khulna,10.0,99.9,5726.0,7329.0,29.8,56.0,139.9,13.4
2021-04-22,2021,4,Summer,Eggplant,Sylhet,49.02,51.2,1983.0,2354.0,30.6,41.4,73.8,50.54
2021-04-22,2021,4,Summer,Cabbage,Mymensingh,11.59,123.0,3297.0,4204.0,32.1,41.4,95.2,16.56
2021-04-22,2021,4,Summer,Cauliflower,Chittagong,28.94,53.1,2114.0,2352.0,28.2,54.1,136.7,31.0
2021-04-22,2021,4,Summer,Wheat,Chittagong,90.0,148.7,4546.0,5083.0,38.0,69.7,90.6,89.92
2021-04-22,2021,4,Summer,Wheat,Rangpur,90.0,88.1,5737.0,5773.0,31.1,59.4,81.3,88.73
2021-04-23,2021,4,Summer,Wheat,Barisal,90.0,123.4,3534.0,3471.0,32.2,61.3,104.5,86.64
2021-04-23,2021,4,Summer,Rice,Rajshahi,110.0,111.5,2576.0,2550.0,36.1,68.3,35.3,110.0
2021-04-24,2021,4,Summer,Eggplant,Rangpur,42.19,66.2,2542.0,2119.0,35.9,69.8,110.3,38.21
2021-04-24,2021,4,Summer,Rice,Rajshahi,110.0,68.5,4516.0,3608.0,37.5,49.3,15.0,110.0
2021-04-25,2021,4,Summer,Cabbage,Chittagong,11.42,94.4,3571.0,3008.0,31.3,51.1,124.3,10.0
2021-04-25,2021,4,Summer,Onion,Barisal,33.32,51.6,4059.0,3734.0,29.6,64.7,45.8,32.85
2021-04-25,2021,4,Summer,Eggplant,Dhaka,24.89,69.7,4364.0,5604.0,31.0,43.1,65.6,27.65
2021-04-25,2021,4,Summer,Rice,Rajshahi,110.0,55.6,1851.0,1854.0,28.5,51.5,12.6,110.0
2021-04-25,2021,4,Summer,Cauliflower,Barisal,17.49,?,3465.0,3405.0,35.0,58.4,121.3,20.89
2021-04-25,2021,4,Summer,Eggplant,Rajshahi,26.5,113.8,5099.0,4889.0,37.0,63.1,130.3,24.76
2021-04-26,2021,4,Summer,Potato,Mymensingh,26.1,79.8,2146.0,NULL,28.9,46.5,99.3,27.96
2021-04-27,2021,4,Summer,Eggplant,Chittagong,53.34,106.4,4036.0,4847.0,36.1,50.4,15.3,55.5
2021-04-27,2021,4,Summer,Cabbage,Dhaka,10.0,133.6,3835.0,4328.0,30.3,46.9,28.5,10.31
2021-04-28,2021,4,Summer,Cabbage,Chittagong,16.28,86.7,5405.0,5874.0,28.6,48.3,145.4,21.97
2021-04-28,2021,4,Summer,Cauliflower,Khulna,15.0,67.5,5725.0,5517.0,30.5,57.7,76.1,15.0
2021-04-28,2021,4,Summer,Tomato,Sylhet,32.29,104.0,1687.0,1363.0,37.3,40.2,116.9,32.5
2021-04-28,2021,4,Summer,Wheat,Rajshahi,90.0,73.1,2367.0,2413.0,34.1,58.2,114.1,89.81
2021-04-29,2021,4,Summer,Potato,Rangpur,25.78,71.4,3055.0,2246.0,31.8,69.6,43.5,26.89
2021-04-29,2021,4,Summer,Potato,Rajshahi,26.89,52.5,4630.0,4164.0,37.3,64.1,130.3,30.76
2021-04-29,2021,4,Summer,Rice,Sylhet,110.0,124.4,4111.0,3383.0,35.3,54.8,26.6,107.78
2021-04-29,2021,4,Summer,Onion,Sylhet,30.61,69.5,4522.0,4828.0,32.7,68.0,124.1,34.29
2021-04-30,2021,4,Summer,Tomato,Rajshahi,43.92,102.1,3114.0,2694.0,33.6,57.8,111.6,43.72
2021-04-30,2021,4,Summer,Eggplant,Barisal,34.92,130.0,1837.0,1844.0,35.6,51.7,141.2,33.59
2021-04-30,2021,4,Summer,Cabbage,Khulna,13.87,123.1,1213.0,1392.0,34.3,43.8,55.2,15.69
2021-05-01,2021,5,Summer,Wheat,Sylhet,90.0,55.1,3726.0,3577.0,34.6,51.7,63.9,88.14
2021-05-02,2021,5,Summer,Wheat,Rajshahi,90.0,148.5,4002.0,4002.0,31.9,64.5,141.8,90.0
2021-05-02,2021,5,Summer,Onion,Rajshahi,20.94,95.0,1117.0,962.0,34.5,45.9,74.1,21.71
2021-05-02,2021,5,Summer,Rice,Barisal,110.0,85.9,5071.0,6260.0,33.1,61.2,91.0,110.0
2021-05-02,2021,5,Summer,Cabbage,Barisal,15.25,89.9,1179.0,1234.0,28.9,58.5,103.7,14.75
2021-05-02,2021,5,Summer,Rice,Sylhet,110.0,127.2,4180.0,3411.0,35.0,41.6,88.8,109.48
2021-05-02,2021,5,Summer,Rice,Khulna,110.0,87.8,3251.0,3216.0,33.9,59.3,43.6,110.0
2021-05-03,2021,5,Summer,Tomato,Mymensingh,66.28,136.4,3950.0,4464.0,29.3,40.7,57.9,68.35
2021-05-03,2021,5,Summer,Eggplant,Rangpur,50.16,80.9,4377.0,5658.0,34.4,67.6,96.6,51.16
2021-05-03,2021,5,Summer,Wheat,Rangpur,89.81,124.8,5352.0,6497.0,34.4,66.7,66.2,90.0
2021-05-04,2021,5,Summer,Onion,Chittagong,36.39,106.7,5475.0,4153.0,28.1,63.0,49.9,39.65
2021-05-05,2021,5,Summer,Tomato,Chittagong,51.02,90.5,3728.0,3984.0,33.8,50.4,107.1,53.42
2021-05-06,2021,5,Summer,Cauliflower,Chittagong,16.57,70.8,2809.0,2645.0,34.5,68.6,27.3,15.0
2021-05-06,2021,5,Summer,Eggplant,Barisal,68.86,122.1,2939.0,3416.0,34.3,61.3,121.0,70.0
2021-05-06,2021,5,Summer,Eggplant,Rangpur,27.51,105.8,2338.0,2009.0,29.5,68.7,74.6,26.92
2021-05-06,2021,5,Summer,Cabbage,Chittagong,10.0,65.4,2247.0,1856.0,33.6,53.2,81.8,10.0
2021-05-07,2021,5,Summer,Rice,Mymensingh,107.32,missing,4012.0,3898.0,30.7,67.8,17.2,106.49
2021-05-07,2021,5,Summer,Cauliflower,Mymensingh,15.44,128.7,1175.0,1262.0,34.4,68.2,139.1,15.0
2021-05-07,2021,5,Summer,Cabbage,Rajshahi,15.6,114.1,3171.0,3082.0,35.3,57.7,10.5,16.71
2021-05-08,2021,5,Summer,Rice,Mymensingh,110.0,104.1,3992.0,4461.0,28.1,65.3,123.5,110.0
2021-05-08,2021,5,Summer,Wheat,Barisal,90.0,50.5,4754.0,3378.0,33.8,63.1,136.1,88.33
2021-05-08,2021,5,Summer,Tomato,Barisal,60.78,67.0,4629.0,3303.0,32.9,59.9,98.3,58.64
2021-05-08,2021,5,Summer,Cauliflower,Mymensingh,15.0,127.0,1718.0,2069.0,35.9,53.5,133.0,16.33
2021-05-09,2021,5,SUMMER,wheat,Sylhet,90.0,59.4,2249.0,2315.0,36.3,41.3,76.1,90.0
2021-05-10,2021,5,Summer,Wheat,Mymensingh,90.0,102.7,2278.0,1645.0,36.5,49.3,92.3,86.88
2021-05-10,2021,5,Summer,Cauliflower,Rajshahi,22.76,56.7,1341.0,993.0,36.8,56.0,59.5,22.9
2021-05-10,2021,5,Summer,Onion,Dhaka,71.79,99.7,1698.0,1978.0,35.4,65.7,74.1,70.68
2021-05-11,2021,5,Summer,Potato,Mymensingh,39.94,59.0,4968.0,6182.0,30.0,67.1,87.3,43.36
2021-05-11,2021,5,Summer,Wheat,Chittagong,90.0,99.6,4862.0,3756.0,30.1,50.1,96.0,90.0
2021-05-11,2021,5,Summer,Cabbage,Rajshahi,16.56,107.6,3816.0,3494.0,29.1,43.6,40.0,17.04
2021-05-12,2021,5,Summer,Wheat,Barisal,90.0,110.0,1633.0,2107.0,35.8,50.4,67.1,90.0
2021-05-12,2021,5,Summer,Eggplant,Khulna,69.73,83.0,4152.0,4048.0,35.1,62.6,114.8,68.39
2021-05-12,2021,5,Summer,Eggplant,Mymensingh,37.29,58.9,2268.0,2751.0,36.1,43.0,31.9,37.62
2021-05-13,2021,5,Summer,Onion,Rajshahi,41.06,116.0,1493.0,1435.0,35.2,44.8,?,44.64
2021-05-13,2021,5,Summer,Wheat,Barisal,87.63,66.2,3259.0,4083.0,36.0,46.2,61.0,90.0
2021-05-14,2021,5,Summer,Rice,Dhaka,110.0,119.5,3677.0,2971.0,34.3,69.4,36.1,107.91
2021-05-14,2021,5,Summer,Tomato,Rajshahi,58.64,112.5,4800.0,4846.0,29.1,69.7,20.5,267.8
2021-05-15,2021,5,Summer,Potato,Sylhet,16.01,114.5,1340.0,1735.0,37.3,49.3,16.8,16.32
2021-05-15,2021,5,Summer,Tomato,Chittagong,73.28,97.4,3393.0,3197.0,29.5,54.8,91.7,72.26
2021-05-16,2021,5,Summer,Cauliflower,Barisal,19.66,144.8,2983.0,3420.0,31.3,58.7,125.2,22.11
2021-05-17,2021,5,Summer,Eggplant,Chittagong,35.11,103.9,3650.0,3898.0,37.0,56.1,6.6,36.37
2021-05-17,2021,5,Summer,Cauliflower,Mymensingh,18.86,131.3,5329.0,5715.0,34.5,45.0,13.7,20.11
2021-05-17,2021,5,Summer,Cabbage,Chittagong,16.08,135.1,5095.0,4894.0,31.1,66.1,59.6,13.18
2021-05-17,2021,5,Summer,Wheat,Dhaka,90.0,111.3,1605.0,2044.0,35.7,51.8,12.0,89.06
2021-05-18,2021,5,Summer,Eggplant,Rajshahi,64.26,121.3,1813.0,N/A,28.4,69.5,24.7,64.43
2021-05-18,2021,5,Summer,Eggplant,Dhaka,32.41,101.2,4326.0,5414.0,35.1,53.0,122.1,34.74
2021-05-18,2021,5,Summer,Cauliflower,Chittagong,19.92,85.2,2921.0,2652.0,33.1,69.9,144.0,20.96
2021-05-18,2021,5,Summer,Tomato,Chittagong,69.83,108.0,1472.0,1625.0,35.7,40.4,65.9,70.32
2021-05-19,2021,5,Summer,Cauliflower,Chittagong,15.0,55.4,5025.0,5923.0,28.0,42.2,75.5,17.68
2021-05-20,2021,5,Summer,Wheat,Sylhet,86.94,102.8,1934.0,2241.0,28.8,69.7,63.4,84.18
2021-05-20,2021,5,Summer,Wheat,Khulna,89.49,89.8,1710.0,2094.0,37.5,52.0,5.5,89.82
2021-05-21,2021,5,Summer,Potato,Barisal,31.97,90.0,1725.0,1692.0,35.8,54.5,86.1,28.51
2021-05-22,2021,5,Summer,Wheat,Barisal,88.73,104.2,1348.0,1033.0,31.4,44.4,135.7,86.38
2021-05-23,2021,5,Summer,Cabbage,Rangpur,16.85,117.7,2245.0,2906.0,28.3,52.1,70.6,20.19
2021-05-23,2021,5,Summer,Tomato,Mymensingh,51.4,109.8,1701.0,1192.0,29.0,41.7,84.1,51.02
2021-05-23,2021,5,Summer,Onion,Chittagong,76.59,131.7,1756.0,1295.0,36.8,53.2,121.3,74.71
2021-05-24,2021,5,Summer,Cauliflower,Rangpur,17.59,140.4,5029.0,6297.0,NULL,45.2,68.2,20.8
2021-05-24,2021,5,Summer,Rice,Dhaka,110.0,125.5,3417.0,3420.0,35.9,41.3,46.0,108.78
2021-05-24,2021,5,Summer,Eggplant,Rajshahi,64.76,119.7,3326.0,3151.0,32.0,57.0,48.4,64.96
2021-05-24,2021,5,Summer,Tomato,Sylhet,88.51,118.8,4858.0,5667.0,33.8,47.3,95.4,90.0
2021-05-24,2021,5,Summer,Potato,Chittagong,18.66,144.2,1285.0,1605.0,31.2,68.7,61.1,21.38
2021-05-25,2021,5,Summer,Wheat,Sylhet,86.04,85.6,1961.0,1437.0,28.6,46.7,32.5,88.73
2021-05-26,2021,5,Summer,Wheat,Mymensingh,56.49,135.6,1531.0,1671.0,33.4,40.4,18.5,59.85
2021-05-26,2021,5,Summer,Wheat,Mymensingh,87.08,129.4,1634.0,1205.0,35.8,46.7,33.7,83.78
2021-05-26,2021,5,Summer,Tomato,Sylhet,30.02,53.9,2307.0,1987.0,30.5,59.6,116.9,27.64
2021-05-26,2021,5,Summer,Potato,Sylhet,18.24,103.1,1601.0,1743.0,35.2,58.7,21.9,19.91
2021-05-27,2021,5,Summer,Rice,Chittagong,110.0,66.2,2605.0,2640.0,34.9,45.8,148.7,110.0
2021-05-27,2021,5,Summer,Tomato,Barisal,29.31,93.2,1752.0,1283.0,28.6,44.1,132.8,31.32
2021-05-27,2021,5,Summer,Onion,Khulna,58.99,95.0,2307.0,1879.0,34.1,41.9,11.2,57.69
2021-05-27,2021,5,Summer,Rice,Barisal,110.0,127.9,5184.0,5787.0,28.9,66.9,28.0,110.0
2021-05-28,2021,5,Summer,Potato,Dhaka,44.17,79.5,4416.0,3177.0,36.1,43.1,130.9,45.67
2021-05-28,2021,5,Summer,Rice,Barisal,107.73,missing,1178.0,989.0,33.7,52.0,81.4,110.0
2021-05-29,2021,5,Summer,Onion,Mymensingh,45.18,93.0,4164.0,4738.0,36.7,56.0,71.9,44.91
2021-05-29,2021,5,Summer,Tomato,Chittagong,70.47,104.2,1915.0,2369.0,28.7,42.6,120.9,72.33
2021-05-29,2021,5,Summer,Rice,Chittagong,106.79,134.5,1483.0,1440.0,36.9,59.5,60.2,109.29
2021-05-31,2021,5,Summer,Potato,Sylhet,39.53,116.4,5134.0,4549.0,34.6,59.9,23.7,38.87
2021-05-31,2021,5,Summer,Potato,Dhaka,44.29,77.4,2609.0,2487.0,37.0,52.0,137.9,42.35
2021-05-31,2021,5,Summer,Cauliflower,Dhaka,15.0,148.1,2016.0,1436.0,32.0,47.8,82.3,15.01
2021-06-01,2021,6,Summer,Eggplant,Rajshahi,29.8,118.6,1037.0,988.0,29.0,55.6,95.3,29.91
2021-06-01,2021,6,Summer,Eggplant,Dhaka,49.26,64.3,4809.0,4406.0,37.4,63.8,107.5,48.24
2021-06-01,2021,6,Summer,Cabbage,Khulna,11.78,115.7,4105.0,4104.0,28.8,53.7,115.3,12.98
2021-06-02,2021,6,Summer,Rice,Mymensingh,110.0,99.9,4230.0,4504.0,32.9,46.5,100.6,110.0
2021-06-02,2021,6,Summer,Cabbage,Barisal,10.0,117.6,2717.0,2400.0,31.7,59.6,54.1,10.0
2021-06-03,2021,6,Summer,Cauliflower,Mymensingh,15.0,123.4,1491.0,1850.0,35.8,51.0,123.3,15.86
2021-06-03,2021,6,Summer,Cabbage,Barisal,11.77,60.2,3946.0,3252.0,37.1,54.9,140.6,13.3
2021-06-03,2021,6,SUMMER,Cabbage,Barisal,13.1,145.0,2304.0,2445.0,32.4,43.1,126.7,13.64
2021-06-04,2021,6,Summer,Tomato,Sylhet,31.75,92.7,4303.0,3555.0,33.4,50.8,14.6,31.12
2021-06-04,2021,6,Summer,Rice,Rajshahi,110.0,98.1,3232.0,3835.0,33.4,63.7,144.5,110.0
2021-06-04,2021,6,Summer,Eggplant,Rangpur,44.72,110.3,4242.0,5026.0,32.4,57.8,140.0,46.0
2021-06-04,2021,6,Summer,Rice,Chittagong,108.23,115.9,2059.0,2297.0,33.9,40.6,49.0,110.0
2021-06-05,2021,6,Summer,Potato,Khulna,39.64,128.8,2957.0,2647.0,36.4,51.2,140.9,40.2
2021-06-05,2021,6,Summer,Wheat,Barisal,90.0,87.7,3203.0,2997.0,28.7,64.4,41.9,88.77
2021-06-05,2021,6,Summer,Cabbage,Chittagong,10.0,128.0,3801.0,4736.0,31.6,68.7,113.8,11.03
2021-06-05,2021,6,Summer,Tomato,Dhaka,31.25,93.1,4919.0,5464.0,34.0,45.7,37.6,31.64
2021-06-05,2021,6,Summer,Potato,Khulna,42.68,112.7,2805.0,3259.0,28.8,45.6,23.8,41.31
2021-06-05,2021,6,Summer,Eggplant,Barisal,19.97,114.9,2039.0,1648.0,30.7,60.2,126.5,18.99
2021-06-06,2021,6,Summer,Eggplant,Dhaka,64.39,90.6,1765.0,1503.0,29.3,45.5,97.9,63.88
2021-06-06,2021,6,Summer,Potato,Rangpur,47.15,120.6,3495.0,3759.0,35.7,57.2,59.5,50.0
2021-06-06,2021,6,Summer,Eggplant,Rangpur,39.36,140.8,3055.0,2911.0,30.1,51.4,13.5,37.44
2021-06-06,2021,6,Summer,Rice,Sylhet,108.93,115.5,1969.0,2462.0,31.9,42.7,15.0,109.58
2021-06-07,2021,6,Summer,Wheat,Mymensingh,90.0,66.8,3839.0,4681.0,32.9,48.7,80.8,89.16
2021-06-07,2021,6,Summer,Onion,Rangpur,42.01,142.0,3955.0,5002.0,33.5,49.6,102.7,41.68
2021-06-07,2021,6,Summer,Rice,Chittagong,108.5,85.4,1006.0,913.0,35.4,61.9,122.1,107.85
2021-06-07,2021,6,Summer,Cabbage,Rajshahi,13.72,87.1,2773.0,2343.0,34.1,61.5,9.8,18.34
2021-06-07,2021,6,Summer,Onion,Dhaka,37.13,56.4,3421.0,3086.0,36.9,52.0,149.8,35.28
2021-06-07,2021,6,Summer,Eggplant,Khulna,31.07,149.0,3219.0,2610.0,33.2,68.2,null,33.33
2021-06-08,2021,6,Summer,Tomato,Dhaka,73.99,128.4,3768.0,4623.0,31.2,64.4,24.2,75.23
2021-06-08,2021,6,Summer,Onion,Sylhet,55.46,76.3,1143.0,872.0,36.6,68.9,6.5,54.01
2021-06-08,2021,6,Summer,Cauliflower,Khulna,15.0,66.6,3625.0,3180.0,34.8,47.8,42.9,17.49
2021-06-09,2021,6,Summer,Tomato,Khulna,34.02,148.3,1579.0,1319.0,31.0,65.7,139.9,30.63
2021-06-09,2021,6,Summer,Potato,Dhaka,46.5,116.0,2106.0,1832.0,36.2,63.0,19.7,49.33
2021-06-09,2021,6,Summer,Rice,Khulna,N/A,106.4,2054.0,2136.0,31.5,64.6,6.7,110.0
2021-06-09,2021,6,Summer,Rice,Khulna,110.0,55.7,4192.0,3507.0,37.8,64.1,69.1,110.0
2021-06-09,2021,6,Summer,Potato,Rangpur,23.06,98.0,1878.0,2204.0,28.9,47.0,82.6,24.97
2021-06-10,2021,6,Summer,Potato,Sylhet,32.04,93.2,2199.0,1596.0,32.1,66.4,128.5,35.12
2021-06-11,2021,6,Summer,Tomato,Mymensingh,50.72,106.3,4080.0,4710.0,37.6,53.8,71.8,54.32
2021-06-11,2021,6,Summer,Rice,Mymensingh,109.66,136.5,1619.0,1882.0,NA,64.4,67.6,109.15
2021-06-11,2021,6,Summer,Cabbage,Rajshahi,10.48,128.0,3998.0,4020.0,28.3,54.9,89.8,10.0
2021-06-12,2021,6,Summer,Eggplant,Chittagong,29.11,123.3,1070.0,916.0,33.8,44.4,71.9,29.3
2021-06-13,2021,6,Summer,Cauliflower,Rangpur,15.0,90.4,2266.0,2115.0,29.2,40.2,109.4,15.0
2021-06-13,2021,6,Summer,Cabbage,Rangpur,12.55,129.5,1284.0,1539.0,34.7,43.3,142.8,14.45
2021-06-14,2021,6,Summer,Eggplant,Dhaka,41.02,55.1,1203.0,1413.0,37.3,55.8,147.9,41.03
2021-06-15,2021,6,Summer,Potato,Dhaka,40.2,140.2,2368.0,2728.0,29.6,50.5,65.8,39.28
2021-06-15,2021,6,Summer,Eggplant,Sylhet,47.13,78.3,4823.0,4801.0,35.6,61.1,127.5,45.73
2021-06-15,2021,6,Summer,Eggplant,Sylhet,37.68,83.1,1191.0,1021.0,31.5,62.3,16.3,39.37
2021-06-16,2021,6,Summer,Onion,Sylhet,23.06,114.1,2068.0,2376.0,28.0,56.8,117.6,20.88
2021-06-16,2021,6,Summer,Wheat,Khulna,88.78,93.8,4697.0,3945.0,32.1,56.1,36.7,87.03
2021-06-16,2021,6,Summer,Potato,Sylhet,27.88,142.2,3528.0,3841.0,28.6,63.1,49.0,28.64
2021-06-17,2021,6,Summer,Rice,Mymensingh,110.0,107.3,3625.0,3172.0,35.4,40.8,75.3,107.88
2021-06-17,2021,6,Summer,Potato,Mymensingh,48.33,137.8,1528.0,1360.0,33.3,44.3,21.9,46.89
2021-06-17,2021,6,Summer,Tomato,Dhaka,61.48,110.2,4288.0,4322.0,29.7,69.6,135.2,57.91
